thr,n,wr,pf,mean,total
0.5,568,0.31514084507042256,0.8777487638683158,-0.001196849032117505,-0.6798102502427429
0.52,436,0.3348623853211009,0.9657247856978616,-0.0003286675744037874,-0.1432990624400513
0.55,272,0.3382352941176471,1.0445487543920269,0.000431426062406478,0.11734788897456201
0.58,176,0.375,1.2482419765420496,0.0022126883918002897,0.389433156956851
0.6,123,0.4065040650406504,1.670035596238049,0.005795181922109255,0.7128073764194384
0.62,105,0.3904761904761905,1.5286670104700542,0.004724318187117204,0.4960534096473064
0.65,73,0.410958904109589,1.4225977343248746,0.003831112310648701,0.2796711986773552
0.7,33,0.5151515151515151,2.5046116086758983,0.010999769826067575,0.36299240426023
