iter	RMSE
0	0.01328726577
1	0.01327412838
2	0.01326398461
3	0.01324970118
4	0.01323770607
5	0.01322847784
6	0.01321639692
7	0.01320468628
8	0.01319420488
9	0.01318447546
10	0.01317760994
11	0.01316913624
12	0.01316086111
13	0.01314688559
14	0.01313672883
15	0.01312671415
16	0.01311658999
17	0.01310523305
18	0.01309763415
19	0.01309055571
20	0.01308391702
21	0.01307302044
22	0.01306589246
23	0.01305574079
24	0.01304934539
25	0.01304149434
26	0.0130310014
27	0.01302379366
28	0.01301396565
29	0.01300558834
30	0.01299726533
31	0.01299094647
32	0.01298328621
33	0.0129758991
34	0.01296752332
35	0.01296015869
36	0.01295658488
37	0.01294850405
38	0.01294272568
39	0.01293338178
40	0.01292963863
41	0.0129238778
42	0.01291960053
43	0.01291350948
44	0.01291096693
45	0.01290317744
46	0.01289264877
47	0.01288501406
48	0.01287630219
49	0.01287299039
50	0.01286658662
51	0.01286188197
52	0.01285548003
53	0.01284691435
54	0.01284240599
55	0.01283685806
56	0.01282884944
57	0.01282331716
58	0.01282039133
59	0.01281571511
60	0.01281021919
61	0.01280344034
62	0.01279708617
63	0.01279052314
64	0.01278240506
65	0.01277557694
66	0.01276918967
67	0.01276390723
68	0.01275758891
69	0.01275122211
70	0.01274502981
71	0.0127372408
72	0.01273099337
73	0.01272435138
74	0.01271794938
75	0.01271229204
76	0.01270485716
77	0.01270172268
78	0.01269800717
79	0.01269325872
80	0.01268798333
81	0.01268489999
82	0.01268181447
83	0.01267489513
84	0.01267037144
85	0.01266618644
86	0.01265893882
87	0.0126534662
88	0.01264631124
89	0.01264311679
90	0.01263708893
91	0.01263270034
92	0.01262617023
93	0.01262031146
94	0.01261601086
95	0.01260838729
96	0.0126015528
97	0.01259825105
98	0.01259240295
99	0.01258745602
100	0.01258197865
101	0.01257689117
102	0.01257131895
103	0.01256475586
104	0.01255829581
105	0.012554796
106	0.01254800905
107	0.0125454498
108	0.01254093753
109	0.01253746408
110	0.01253262539
111	0.01252685869
112	0.0125222777
113	0.01251861508
114	0.01251441467
115	0.0125072427
116	0.01250265459
117	0.01249863736
118	0.01249358114
119	0.01248869879
120	0.01248275788
121	0.01247748578
122	0.01247319918
123	0.01246924035
124	0.01246545452
125	0.01245981495
126	0.01245585071
127	0.01245037542
128	0.01244621644
129	0.01244108247
130	0.01243956124
131	0.01243331981
132	0.01242857176
133	0.01242426329
134	0.0124171231
135	0.01241151983
136	0.01240859929
137	0.01240174149
138	0.01239584939
139	0.01239026539
140	0.01238564056
141	0.01238114004
142	0.01237817001
143	0.01237439973
144	0.01237055401
145	0.01236501803
146	0.01236117208
147	0.01235790795
148	0.01235047781
149	0.01234363567
150	0.01233947379
151	0.01233278165
152	0.01232666837
153	0.01232306094
154	0.01231959219
155	0.01231602726
156	0.01231010761
157	0.0123067052
158	0.01230345141
159	0.01230000307
160	0.01229653586
161	0.01228952842
162	0.01228521229
163	0.01228262279
164	0.01227867165
165	0.01227490313
166	0.01226989063
167	0.01226567661
168	0.01226098644
169	0.01225595681
170	0.01224971542
171	0.01224564735
172	0.01224310736
173	0.01223990773
174	0.01223658952
175	0.01223370702
176	0.01223047904
177	0.01222704461
178	0.01222291249
179	0.01221911253
180	0.01221407838
181	0.01220972233
182	0.01220538934
183	0.01220233427
184	0.01219808661
185	0.01219383108
186	0.01218897708
187	0.01218270586
188	0.01217809844
189	0.01217437039
190	0.01217001207
191	0.0121674015
192	0.01216227046
193	0.01215780286
194	0.01215356331
195	0.01214780803
196	0.01214345988
197	0.01213948967
198	0.01213483002
199	0.01213178629
200	0.0121284371
201	0.01212374308
202	0.01212111993
203	0.01211770413
204	0.01211244234
205	0.01210676522
206	0.01210231812
207	0.01210046484
208	0.01209672114
209	0.01209133648
210	0.01208726334
211	0.01208368704
212	0.01208001039
213	0.01207511102
214	0.01207051719
215	0.01206685721
216	0.0120620865
217	0.01205959613
218	0.01205489433
219	0.01204978407
220	0.01204568622
221	0.0120418374
222	0.01203735635
223	0.01203121191
224	0.01202838623
225	0.01202210016
226	0.01201675155
227	0.01201250384
228	0.01201028996
229	0.01200676684
230	0.01200124226
231	0.01199961502
232	0.011995961
233	0.01199237336
234	0.0119885641
235	0.01198484455
236	0.01198013773
237	0.01197761373
238	0.01197027424
239	0.01196372605
240	0.01195675145
241	0.01195196154
242	0.01194794404
243	0.01194383726
244	0.01194183557
245	0.01193796556
246	0.01193259457
247	0.01192703295
248	0.01192401439
249	0.01191940322
250	0.0119168117
251	0.01191310733
252	0.01190878734
253	0.01190517747
254	0.01190034595
255	0.0118950664
256	0.01189154639
257	0.0118860223
258	0.0118823582
259	0.01187886332
260	0.01187331049
261	0.01187187448
262	0.01186760229
263	0.01186295324
264	0.01185622729
265	0.01185171428
266	0.01184785168
267	0.01184250672
268	0.01183766287
269	0.01183247243
270	0.01182947711
271	0.01182440242
272	0.01182013457
273	0.01181768553
274	0.01181336434
275	0.0118080289
276	0.01180452616
277	0.01180020898
278	0.01179781741
279	0.01179262709
280	0.01178932955
281	0.01178527004
282	0.01178050989
283	0.01177714984
284	0.01177181647
285	0.01176937306
286	0.01176348723
287	0.01175873709
288	0.01175530626
289	0.01175089521
290	0.01174582522
291	0.01174260393
292	0.01173907047
293	0.01173608186
294	0.01173225633
295	0.0117281781
296	0.01172363853
297	0.01172006244
298	0.01171618879
299	0.01171213258
300	0.01170836068
301	0.01170514533
302	0.0117013875
303	0.01169702541
304	0.01169439332
305	0.0116896584
306	0.01168496329
307	0.01168022877
308	0.01167554239
309	0.011671309
310	0.01166727092
311	0.01166330154
312	0.01165895272
313	0.01165575334
314	0.0116515942
315	0.01164779004
316	0.01164511303
317	0.01163938713
318	0.01163508867
319	0.01163068372
320	0.0116249348
321	0.01162154124
322	0.01161778764
323	0.01161364218
324	0.01161099951
325	0.01160664779
326	0.01160512565
327	0.01160189136
328	0.01159929478
329	0.01159479483
330	0.01159082302
331	0.01158757064
332	0.01158125038
333	0.01157734929
334	0.01157432014
335	0.01157252716
336	0.01156846674
337	0.01156564892
338	0.01156225601
339	0.01156071442
340	0.01155797836
341	0.01155464154
342	0.011551224
343	0.01154930639
344	0.01154396411
345	0.01154053859
346	0.01153850178
347	0.0115350038
348	0.01153034412
349	0.01152853915
350	0.01152465746
351	0.01151949318
352	0.01151717866
353	0.01151446292
354	0.01150959981
355	0.01150680585
356	0.01150172073
357	0.01149659949
358	0.0114934622
359	0.01148983464
360	0.01148535672
361	0.01148433365
362	0.01148048758
363	0.01147884362
364	0.01147659603
365	0.0114737614
366	0.01146904693
367	0.01146781276
368	0.01146486655
369	0.01145981108
370	0.01145549922
371	0.01145095165
372	0.01144773521
373	0.0114434949
374	0.0114399858
375	0.0114368599
376	0.01143302481
377	0.0114290643
378	0.01142559261
379	0.01142357923
380	0.01141999036
381	0.011415612
382	0.0114108914
383	0.01140605883
384	0.01140286047
385	0.01139850831
386	0.01139506887
387	0.01139193913
388	0.01138914024
389	0.01138502565
390	0.01138240064
391	0.01137929446
392	0.01137709919
393	0.01137325371
394	0.01136909253
395	0.01136472758
396	0.01136298167
397	0.01135722848
398	0.01135432358
399	0.0113497718
400	0.01134772645
401	0.01134357964
402	0.01133938332
403	0.01133576728
404	0.01133143887
405	0.01132773019
406	0.01132419624
407	0.01131917325
408	0.01131514878
409	0.01131052163
410	0.01130488287
411	0.01130150973
412	0.0112978913
413	0.01129341881
414	0.01128964619
415	0.01128800104
416	0.01128365832
417	0.01128034962
418	0.01127558463
419	0.01127278707
420	0.0112689762
421	0.01126443296
422	0.01125927937
423	0.01125452762
424	0.01125073557
425	0.01124885324
426	0.01124415023
427	0.01124016126
428	0.0112351527
429	0.011230505
430	0.01122668692
431	0.01122398677
432	0.01122047611
433	0.01121671998
434	0.01121288265
435	0.0112105523
436	0.01120649318
437	0.01120280288
438	0.01119930153
439	0.01119601018
440	0.01119331667
441	0.01118981026
442	0.01118557087
443	0.0111816144
444	0.011177854
445	0.01117494743
446	0.01117113556
447	0.01116826831
448	0.01116626058
449	0.01116303528
450	0.01116027319
451	0.01115835556
452	0.0111557081
453	0.01115247633
454	0.01114913937
455	0.0111472633
456	0.0111436786
457	0.0111399662
458	0.01113724044
459	0.01113301879
460	0.01112907229
461	0.01112521114
462	0.01112348638
463	0.01112099022
464	0.01111737546
465	0.01111612161
466	0.0111112337
467	0.01110690691
468	0.01110287076
469	0.01109993489
470	0.01109659015
471	0.01109301537
472	0.01108974048
473	0.01108607071
474	0.01108278307
475	0.01107854051
